StratumID,ClassLabelID,StateClassID,Description
14600_55_56_99,D,Late1:OPN,"Class represents the late development open condition. In cypress domes, open refers to the structure and physiognomy of the understory vegetation and the level of encroachment of hardwoods into the canopy. This class occurs in the central portion of the dome on deeper organic soils. Class is characterized by a canopy composed almost exclusively of pond cypress. Hardwoods may occur. Shrubs and mid-canopy species such as wax myrtle, red maple, and dahoon holly occur occasionally, but do not represent a significant component of the system. Ground cover vegetation may be sparse to locally abundant, depending on light availability, and may include ferns, lizards tail, red root, panic grasses, beakrushes and other sedges. In some systems, sphagnum mosses are the predominant ground cover. Surface fires may reach the interior portions of the dome occasionally . Replacement fi res occur as well. Replacement fires occur during extended drought periods, and result in consumption of the organic material and mortality of many of the trees, returning the class to an early post replacement condition. In some circumstances this can appear to create a hole and the donut effect where the outer bands of trees remain intact and the center portion returns to the early post-replacement class."
14600_55_56_99,E,Late1:CLS,"Class represents the late development closed condition. In cypress domes, closed refers to the structure and physiognomy of the understory vegetation and the level of encroachment of hardwoods into the canopy. This class occurs in the central portion of the dome on deeper organic soils. Class is characterized by a mixed canopy of pond cypress and hardwoods including blackgum , sweet bay, loblolly bay, swamp bay and others. Mid-canopy trees, shrubs ground cover vegetation may be sparse to locally abundant, depending on light availability. Species include dahoon holly, red maple, wax myrtle, ferns, lizards tail, red root, panic grasses, beakrushes and other sedges. In some representatives, sphagnum mosses are the predominant ground cover. A single surface fire would not significantly affect the composition and structure of this class. Repeated surface fires can remove the hardwood component and return the class to an open condition. Replacement fi res, occurring during extended drought periods, would result in consumption of the accumulated peat and mortality of the trees. This would return the system to the early post replacement class if a seed source is available. In some circumstances this can appear to create a hole and a donut effect where the outer bands of trees remain intact and the center portion returns to the early post-replacement class. Severe fires may also initiate a transition to a different type of system such as marsh or shrub dominated swamp."
14610_46_55_56_99,A,Early1:ALL,"Early development following replacement fire or severe blowdown (perhaps also followed by fire). Historically, portions possibly dominated by cane brakes. Canopy closure highly variable by previous fire and weather history, and resultant conditions at replacement, as well as intensity of replacement fire, where applicable. Initially open stands, edges and replacements due to more intense fire display lower densities of trees with corresponding increases in shrub and herbaceous species. The exception is probably relative to pine species, where the more open conditions, along with seed source and subsequently suitable moisture conditions , facilitate seedling survival."
14610_46_55_56_99,B,Mid1:CLS,"Mid-development, post-replacement, without additional disturbance. Tall tree species form an upper canopy, with a midstory of small tree and shrub species also in place over much of the site."
14610_46_55_56_99,C,Mid1:OPN,"Mid-development, post-replacement, but with intervening disturbance by mixed severity fire or wind damage which may create or maintain herb dominated openings Although some species qualify as trees (e.g., swamp cyrilla ), the dominant lifeform in this class is the "" midstory "" which may be largely shrubs ."
14610_46_55_56_99,D,Late1:OPN,"Late-development, created or maintained by mixed fire or wind. Dominant lifeform comprised of tall shrubs and small trees. Age/height of trees and shrubs allow only small, infrequent openings d ominated by herbaceous species."
14610_46_55_56_99,E,Late1:CLS,"Late-development, and without transition for many years . Tall tree species form an upper canopy. Small tree and shrub species still create a midstory in some areas."
14660_49,A,Early1:OPN,"Early seral dune: On the landscape, this class would be located closest to the lake but since the model is aspatial , it is characterized here by its vegetation rather than its spatial location. This class may also be referred to as an open dune/ foredune. It is influenced by along -shore currents, waves, wind, and fluctuating Great Lakes water levels. The dominant lifeform would be the herbaceous layer of Calamovilfa  longifolia and Ammophila  breviligulata . Given that these are foredunes subject to shifting sands and blowouts large portions may be un- to sparsely vegetated. Foredunes are typically 1-2 meters high and dominated by beach grass ( Ammophila  breviligulata ), dune grass ( Calamovilfa  longifolia ), Autumn willow ( Salix serissima ), dune willow ( Salix cordata ), and balsam poplar ( Populus balsamifera ). Rare plants such as Lake Huron tansy ( Tanacetum  huronense ) , and Pitcher's thistle ( Cirsium  pitcheri )."
14660_49,B,Mid1:OPN,"Early seral swale: On the landscape, this class would be located between the foredune and nearshore dunes closest to the lake but since the model is aspatial , it is characterized here by its vegetation rather than its spatial location. This class may also be referred to as an interdunal wetland, shore fen, or herbaceous wetland. This zone would be influenced by short-term fluctuations in Great Lakes water levels . Common species include rushes ( Juncus  balticus , J. pelocarpus , J. nodosus ), spike rush ( Eleocharis  acicularis ), threesquare ( Scripus  americanus ), twig-rush ( Cladium  mariscoides ), sweet gale ( M yrica gale ), shrubby cinquefoil ( Potentilla  fruticosa ), blue-joint grass ( Calamagrostis canadensis ), Kalm's lobelia ( Lobelia kalmii )."
14660_49,C,Late1:OPN,"Low dune field and mid/late seral forested dune: On the landscape this class would be located inland of the first series of dunes and swales. This class is characterized by more advanced plant succession. A replacement fire  could convert this forested system to an open dune, as could a significant blowdown event followed by soil erosion. A mixed fire would maintain the system in this class."
14660_50_51,A,Early1:OPN,"Early seral dune: On the landscape, this class would be located closest to the lake but since the model is aspatial , it is characterized here by its vegetation rather than its spatial location. This class may also be referred to a an open dune/foredune. It is influenced by along -shore currents, waves, wind and fluctuating Great Lakes water levels. The dominant lifeform would be the herbaceous layer of Calamovilfa  longifolia and Ammophila  brevilgulata . Given that these are foredunes subject to shifting sands and blowouts large portions may non- to sparsely vegetated. Foredunes are typically 1-2m high and dominated by beach grass ( Ammophila  breviligulata ), dune grass ( Calamovilfa  longifolia ), Autumn willow ( Salix serissima ), dune willow ( Salix cordata ) and balsam poplar ( Populus balsamifera ). Rare plants such as Lake Huron tansy ( Tanacetum  huronense ) and Pitcher's thistle ( Cirsium  pitcheri )."
